品名,最低价,平均价,最高价,产地,单位,发布日期
山竹,17.0,20.0,18.5,印尼,斤,2021-10-20 00:00:00
榴莲,25.0,35.0,30.0,泰国,斤,2021-10-20 00:00:00
毛丹,14.0,17.0,15.5,泰国,斤,2021-10-20 00:00:00
火龙果,3.0,4.5,3.75,越南,斤,2021-10-20 00:00:00
龙眼,5.8,7.0,6.4,泰国,斤,2021-10-20 00:00:00
椰青,7.0,9.0,8.0,泰国,个,2021-10-20 00:00:00
猕猴桃,13.0,16.0,14.5,新西兰,斤,2021-10-20 00:00:00
澳柑,14.0,16.0,15.0,澳洲,斤,2021-10-20 00:00:00
青柚,8.0,10.0,9.0,泰国,斤,2021-10-20 00:00:00
西柚,5.5,6.5,6.0,南非,斤,2021-10-20 00:00:00
牛油果,13.0,15.0,14.0,秘鲁,斤,2021-10-20 00:00:00
蓝莓,9.0,10.0,9.5,秘鲁,斤,2021-10-20 00:00:00
杨桃,8.0,15.0,11.5,,斤,2021-10-20 00:00:00
释迦,16.0,20.0,18.0,泰国,斤,2021-10-20 00:00:00
柠檬,6.0,7.0,6.5,智利,斤,2021-10-20 00:00:00
百香果,12.0,13.0,12.5,越南,斤,2021-10-20 00:00:00
姬娜果,7.0,8.0,7.5,新西兰,斤,2021-10-20 00:00:00
树莓,14.0,18.0,16.0,,斤,2021-10-20 00:00:00
青苹果,10.0,14.0,12.0,美国,斤,2021-10-20 00:00:00
菠萝蜜,6.0,7.0,6.5,泰国,斤,2021-10-20 00:00:00
柑,22.0,25.0,23.5,南非,斤,2021-10-20 00:00:00
金果,24.0,28.0,26.0,新西兰,斤,2021-10-20 00:00:00
火参果,7.0,8.0,7.5,新西兰,个,2021-10-20 00:00:00
火龙果,4.0,5.5,4.75,,斤,2021-10-20 00:00:00
苹果,10.0,14.0,12.0,新西兰,斤,2021-10-20 00:00:00
黑莓,15.0,16.0,15.5,,斤,2021-10-20 00:00:00
凤梨,5.0,6.0,5.5,菲律宾,斤,2021-10-20 00:00:00
金丝小枣,4.0,7.0,5.5,,斤,2021-10-20 00:00:00
空心脆枣,5.0,8.0,6.5,,斤,2021-10-20 00:00:00
无花果,16.0,28.0,22.0,,斤,2021-10-20 00:00:00
大榛,22.0,35.0,28.5,,斤,2021-10-20 00:00:00
胡桃,40.0,50.0,45.0,,斤,2021-10-20 00:00:00
国产杏仁,20.0,30.0,25.0,,斤,2021-10-20 00:00:00
普核桃,5.0,15.0,10.0,,斤,2021-10-20 00:00:00
长寿果,25.0,35.0,30.0,,斤,2021-10-20 00:00:00
绿茶南瓜子,15.0,18.0,16.5,,斤,2021-10-20 00:00:00
葡萄干,6.0,30.0,18.0,,斤,2021-10-20 00:00:00
杏核,7.0,12.0,9.5,,斤,2021-10-20 00:00:00
桂圆,9.0,15.0,12.0,,斤,2021-10-20 00:00:00
花生,6.0,7.0,6.5,,斤,2021-10-20 00:00:00
蚕豆,5.0,8.0,6.5,,斤,2021-10-20 00:00:00
生腰果,40.0,50.0,45.0,,斤,2021-10-20 00:00:00
青豆,5.0,6.0,5.5,,斤,2021-10-20 00:00:00
莲子,24.0,26.0,25.0,,斤,2021-10-20 00:00:00
情人梅,12.0,15.0,13.5,,斤,2021-10-20 00:00:00
核桃仁,18.0,25.0,21.5,,斤,2021-10-20 00:00:00
白薯干,9.0,15.0,12.0,,斤,2021-10-20 00:00:00
毛榛子,13.0,23.0,18.0,,斤,2021-10-20 00:00:00
杏肉,12.0,20.0,16.0,,斤,2021-10-20 00:00:00
话梅,8.0,10.0,9.0,,斤,2021-10-20 00:00:00
松子,55.0,70.0,62.5,,斤,2021-10-20 00:00:00
鲍鱼果,20.0,25.0,22.5,,斤,2021-10-20 00:00:00
香蕉干,10.0,14.0,12.0,,斤,2021-10-20 00:00:00
开心果,33.0,50.0,41.5,,斤,2021-10-20 00:00:00
美杏仁,25.0,35.0,30.0,,斤,2021-10-20 00:00:00
夏威夷果,23.0,35.0,29.0,,斤,2021-10-20 00:00:00
猕猴桃干,12.0,15.0,13.5,,斤,2021-10-20 00:00:00
薄皮核桃,10.0,12.0,11.0,,斤,2021-10-20 00:00:00
葵花籽,5.0,10.0,7.5,,斤,2021-10-20 00:00:00
黑瓜子,10.0,15.0,12.5,,斤,2021-10-20 00:00:00
白瓜子,15.0,16.0,15.5,,斤,2021-10-20 00:00:00
新疆干枣,6.5,20.0,13.25,,斤,2021-10-20 00:00:00
山楂干,10.0,14.0,12.0,,斤,2021-10-20 00:00:00
熟腰果,20.0,40.0,30.0,,斤,2021-10-20 00:00:00
巴旦木,20.0,35.0,27.5,,斤,2021-10-20 00:00:00
五香花生米,6.8,10.0,8.4,,斤,2021-10-20 00:00:00
海带,10.0,12.0,11.0,,斤,2021-10-20 00:00:00
龙口粉丝,5.0,7.0,6.0,,斤,2021-10-20 00:00:00
虾皮,15.0,18.0,16.5,,斤,2021-10-20 00:00:00
海米,25.0,45.0,35.0,,斤,2021-10-20 00:00:00
香菇,28.0,35.0,31.5,,斤,2021-10-20 00:00:00
花菇,40.0,45.0,42.5,,斤,2021-10-20 00:00:00
木耳,35.0,40.0,37.5,,斤,2021-10-20 00:00:00
银耳,28.0,30.0,29.0,,斤,2021-10-20 00:00:00
黄花菜,28.0,28.0,28.0,,斤,2021-10-20 00:00:00
紫菜,45.0,50.0,47.5,,斤,2021-10-20 00:00:00
梅菜,6.0,7.0,6.5,,斤,2021-10-20 00:00:00
新一代干辣椒,11.0,12.0,11.5,,斤,2021-10-20 00:00:00
子弹头干辣椒,13.0,14.0,13.5,,斤,2021-10-20 00:00:00
灯笼椒,15.0,16.0,15.5,,斤,2021-10-20 00:00:00
辣椒王,15.0,15.0,15.0,,斤,2021-10-20 00:00:00
辣椒面,12.0,13.0,12.5,,斤,2021-10-20 00:00:00
大料,34.0,50.0,42.0,,斤,2021-10-20 00:00:00
花椒,30.0,60.0,45.0,,斤,2021-10-20 00:00:00
肉蔻,36.0,40.0,38.0,,斤,2021-10-20 00:00:00
丁香,30.0,36.0,33.0,,斤,2021-10-20 00:00:00
良姜,13.0,15.0,14.0,,斤,2021-10-20 00:00:00
生姜片,14.0,17.0,15.5,,斤,2021-10-20 00:00:00
香叶,10.0,15.0,12.5,,斤,2021-10-20 00:00:00
麻椒,30.0,40.0,35.0,,斤,2021-10-20 00:00:00
腐竹,7.0,9.0,8.0,,斤,2021-10-20 00:00:00
甘草,10.0,14.0,12.0,,斤,2021-10-20 00:00:00
白芷,15.0,16.0,15.5,,斤,2021-10-20 00:00:00
金钱菇,40.0,45.0,42.5,,斤,2021-10-20 00:00:00
珍珠香菇,40.0,45.0,42.5,,斤,2021-10-20 00:00:00
枸杞,28.0,32.0,30.0,,斤,2021-10-20 00:00:00
桂皮,10.0,30.0,20.0,,斤,2021-10-20 00:00:00
味精,5.0,5.0,5.0,,斤,2021-10-20 00:00:00
京晶食盐,1.2,1.3,1.25,,斤,2021-10-20 00:00:00
雪景绵白糖,3.5,3.5,3.5,,斤,2021-10-20 00:00:00
玉泰淀粉,1.8,2.0,1.9,,斤,2021-10-20 00:00:00
王致和腐乳,3.5,3.5,3.5,,斤,2021-10-20 00:00:00
莲籽,32.0,35.0,33.5,,斤,2021-10-20 00:00:00
冬菇,45.0,46.0,45.5,,斤,2021-10-20 00:00:00
甜豆,34.0,35.0,34.5,,斤,2021-10-20 00:00:00
龙豆,29.0,30.0,29.5,,斤,2021-10-20 00:00:00
凉瓜,8.0,9.0,8.5,,斤,2021-10-20 00:00:00
银芽,6.0,7.0,6.5,,斤,2021-10-20 00:00:00
南姜,7.0,8.0,7.5,,斤,2021-10-20 00:00:00
沙葁,9.0,10.0,9.5,,斤,2021-10-20 00:00:00
苤蓝,5.0,5.5,5.25,,斤,2021-10-20 00:00:00
番杏,10.0,11.0,10.5,,斤,2021-10-20 00:00:00
夹豆,12.0,13.0,12.5,,斤,2021-10-20 00:00:00
荔浦芋头,6.0,7.0,6.5,,斤,2021-10-20 00:00:00
香芋头,6.0,6.5,6.25,,斤,2021-10-20 00:00:00
黄花菜,38.0,40.0,39.0,,斤,2021-10-20 00:00:00
鲜竹笋,12.0,13.0,12.5,,斤,2021-10-20 00:00:00
紫菜头,3.5,4.0,3.75,,斤,2021-10-20 00:00:00
紫豇豆,24.0,25.0,24.5,,斤,2021-10-20 00:00:00
仙人掌,14.0,15.0,14.5,,斤,2021-10-20 00:00:00
西洋菜,8.0,9.0,8.5,,斤,2021-10-20 00:00:00
高山娃娃,4.0,5.0,4.5,,斤,2021-10-20 00:00:00
孢子甘蓝,14.0,16.0,15.0,,斤,2021-10-20 00:00:00
紫贝天葵,9.0,11.0,10.0,,斤,2021-10-20 00:00:00
鱼腥草叶,11.0,12.0,11.5,,斤,2021-10-20 00:00:00
鱼腥草根,8.0,9.0,8.5,,斤,2021-10-20 00:00:00
兰花,43.0,45.0,44.0,,斤,2021-10-20 00:00:00
荷兰豆,12.0,14.0,13.0,,斤,2021-10-20 00:00:00
朝天椒,6.0,7.0,6.5,,斤,2021-10-20 00:00:00
球茎茴香,9.0,10.0,9.5,,斤,2021-10-20 00:00:00
香蕉西葫,23.0,24.0,23.5,,斤,2021-10-20 00:00:00
毛豆仁,17.0,18.0,17.5,,斤,2021-10-20 00:00:00
冰草,6.0,7.0,6.5,,斤,2021-10-20 00:00:00
蚕豆仁,14.0,16.0,15.0,,斤,2021-10-20 00:00:00
首农双河长粒香大米,2.9,3.0,2.95,,斤,2021-10-20 00:00:00
首农双河秋田小町,2.6,2.7,2.65,,斤,2021-10-20 00:00:00
黑土王秋田小町米,2.5,2.5,2.5,,斤,2021-10-20 00:00:00
黑龙江长粒稻花香米,2.9,4.0,3.45,,斤,2021-10-20 00:00:00
东北长粒香米,2.5,3.0,2.75,,斤,2021-10-20 00:00:00
东北盘锦大米,2.47,2.55,2.51,,斤,2021-10-20 00:00:00
松花江秋天小町米,2.2,2.24,2.22,,斤,2021-10-20 00:00:00
亮珠河稻花香米,3.5,4.0,3.75,,斤,2021-10-20 00:00:00
古船东北粳米,2.1,2.1,2.1,,斤,2021-10-20 00:00:00
东北大米,2.5,3.0,2.75,,斤,2021-10-20 00:00:00
田满村稻花香米,2.9,3.0,2.95,,斤,2021-10-20 00:00:00
亮珠河珍珠米,2.2,2.3,2.25,,斤,2021-10-20 00:00:00
古船大米,2.36,2.5,2.43,,斤,2021-10-20 00:00:00
北大荒精洁米,2.4,2.5,2.45,,斤,2021-10-20 00:00:00
古船龙粳长粒大米,2.5,2.55,2.53,,斤,2021-10-20 00:00:00
嘎嘎纯长粒香米,4.3,4.5,4.4,,斤,2021-10-20 00:00:00
老家辽星长粒香,2.3,2.5,2.4,,斤,2021-10-20 00:00:00
亮珠河长粒香米,2.8,3.0,2.9,,斤,2021-10-20 00:00:00
金龙鱼东北大米,2.9,3.0,2.95,,斤,2021-10-20 00:00:00
五梁红五常大米,2.9,3.2,3.05,,斤,2021-10-20 00:00:00
五梁红稻花香,6.0,6.5,6.25,,斤,2021-10-20 00:00:00
秋然香米,3.0,3.1,3.05,,斤,2021-10-20 00:00:00
双然大米,2.6,3.5,3.05,,斤,2021-10-20 00:00:00
松花江大米,2.1,2.2,2.15,,斤,2021-10-20 00:00:00
方正富硒米,2.9,3.1,3.0,,斤,2021-10-20 00:00:00
古船富强粉,1.86,1.9,1.88,,斤,2021-10-20 00:00:00
古船富强粉,1.66,1.7,1.68,,斤,2021-10-20 00:00:00
古船标准粉,1.56,1.6,1.58,,斤,2021-10-20 00:00:00
五得利富强粉,1.9,1.94,1.92,,斤,2021-10-20 00:00:00
五得利富强粉,1.7,1.75,1.73,,斤,2021-10-20 00:00:00
古船非转基因大豆油,120.0,122.0,121.0,,斤,2021-10-20 00:00:00
大豆油,210.0,212.0,211.0,,斤,2021-10-20 00:00:00
大白菜,0.8,1.1,0.95,冀陕辽,斤,2021-10-20 00:00:00
娃娃菜,1.0,1.5,1.25,冀,斤,2021-10-20 00:00:00
小白菜,2.5,4.0,3.25,,斤,2021-10-20 00:00:00
圆白菜,2.3,3.0,2.65,冀,斤,2021-10-20 00:00:00
圆白菜,0.8,1.0,0.9,鲁,斤,2021-10-20 00:00:00
紫甘蓝,0.7,0.8,0.75,冀,斤,2021-10-20 00:00:00
芹菜,2.4,2.6,2.5,鲁,斤,2021-10-20 00:00:00
西芹,1.5,1.8,1.65,辽,斤,2021-10-20 00:00:00
菠菜,6.0,7.0,6.5,蒙,斤,2021-10-20 00:00:00
莴笋,1.5,3.0,2.25,冀,斤,2021-10-20 00:00:00
团生菜,3.0,6.0,4.5,冀,斤,2021-10-20 00:00:00
散叶生菜,4.0,5.0,4.5,京辽,斤,2021-10-20 00:00:00
罗马生菜,2.5,3.0,2.75,冀,斤,2021-10-20 00:00:00
油菜,2.5,3.5,3.0,冀,斤,2021-10-20 00:00:00
香菜,5.0,7.0,6.0,冀,斤,2021-10-20 00:00:00
茴香,6.0,7.0,6.5,冀,斤,2021-10-20 00:00:00
韭菜,2.5,3.0,2.75,粤冀,斤,2021-10-20 00:00:00
苦菊,4.5,5.0,4.75,辽,斤,2021-10-20 00:00:00
金龙鱼大豆油,52.5,53.5,53.0,,斤,2021-10-20 00:00:00
金龙鱼调和油,61.0,62.0,61.5,,斤,2021-10-20 00:00:00
金龙鱼非转基因玉米油,67.5,68.5,68.0,,斤,2021-10-20 00:00:00
金龙鱼非转基因葵花籽油,67.5,68.5,68.0,,斤,2021-10-20 00:00:00
绿宝大豆油,52.5,53.5,53.0,,斤,2021-10-20 00:00:00
绿宝调和油,60.0,61.0,60.5,,斤,2021-10-20 00:00:00
绿宝花生油,105.0,107.0,106.0,,斤,2021-10-20 00:00:00
福临门大豆油,52.5,53.5,53.0,,斤,2021-10-20 00:00:00
福临门花生油,100.0,102.0,101.0,,斤,2021-10-20 00:00:00
福临门调和油,60.0,61.0,60.5,,斤,2021-10-20 00:00:00
福临门菜籽油,56.0,57.0,56.5,,斤,2021-10-20 00:00:00
福临门非转基因玉米油,67.0,68.0,67.5,,斤,2021-10-20 00:00:00
福临门非转基因葵花籽油,67.0,68.0,67.5,,斤,2021-10-20 00:00:00
元宝牌大豆油,105.0,107.0,106.0,,斤,2021-10-20 00:00:00
古币香油,21.0,22.0,21.5,,斤,2021-10-20 00:00:00
汇福大豆油,52.5,53.5,53.0,,斤,2021-10-20 00:00:00
非转基因九三大豆油,65.0,66.0,65.5,,斤,2021-10-20 00:00:00
鲁花花生油,140.0,142.0,141.0,,斤,2021-10-20 00:00:00
多力葵花籽油,70.0,72.0,71.0,,斤,2021-10-20 00:00:00
古船大豆油,47.0,48.0,47.5,,斤,2021-10-20 00:00:00
五得利特精粉,1.78,1.84,1.81,,斤,2021-10-20 00:00:00
五得利标准粉,1.54,1.58,1.56,,斤,2021-10-20 00:00:00
五得利雪花粉,2.1,2.4,2.25,,斤,2021-10-20 00:00:00
元宝雪花粉,1.78,1.82,1.8,,斤,2021-10-20 00:00:00
元宝富强粉,1.66,1.7,1.68,,斤,2021-10-20 00:00:00
好面缘面粉,1.85,1.95,1.9,,斤,2021-10-20 00:00:00
河北小米,6.0,7.5,6.75,,斤,2021-10-20 00:00:00
南方江米,3.5,4.0,3.75,,斤,2021-10-20 00:00:00
北方江米,3.5,4.0,3.75,,斤,2021-10-20 00:00:00
黑香米,4.0,7.0,5.5,,斤,2021-10-20 00:00:00
紫米,3.5,6.0,4.75,,斤,2021-10-20 00:00:00
麦仁,2.9,3.1,3.0,,斤,2021-10-20 00:00:00
薏仁米,6.0,8.0,7.0,,斤,2021-10-20 00:00:00
高粱米,3.0,3.5,3.25,,斤,2021-10-20 00:00:00
爆花玉米,3.0,3.5,3.25,,斤,2021-10-20 00:00:00
小玉米,1.8,1.9,1.85,,斤,2021-10-20 00:00:00
玉米面,2.2,2.7,2.45,,斤,2021-10-20 00:00:00
玉米渣,2.2,2.6,2.4,,斤,2021-10-20 00:00:00
小米面,4.0,6.0,5.0,,斤,2021-10-20 00:00:00
江米面,3.5,3.6,3.55,,斤,2021-10-20 00:00:00
江米面,2.9,3.5,3.2,,斤,2021-10-20 00:00:00
荞麦面,3.5,4.0,3.75,,斤,2021-10-20 00:00:00
莜麦面,3.5,4.0,3.75,,斤,2021-10-20 00:00:00
大麦,3.0,3.0,3.0,,斤,2021-10-20 00:00:00
燕麦,3.5,3.5,3.5,,斤,2021-10-20 00:00:00
黄豆,3.5,4.5,4.0,,斤,2021-10-20 00:00:00
绿豆,4.5,5.5,5.0,,斤,2021-10-20 00:00:00
红小豆,8.5,9.0,8.75,,斤,2021-10-20 00:00:00
青豆,4.0,5.5,4.75,,斤,2021-10-20 00:00:00
黑豆,4.0,6.5,5.25,,斤,2021-10-20 00:00:00
白芸豆,7.0,9.0,8.0,,斤,2021-10-20 00:00:00
红芸豆,5.5,6.5,6.0,,斤,2021-10-20 00:00:00
猫眼豆,5.0,6.0,5.5,,斤,2021-10-20 00:00:00
青豌豆,3.0,3.5,3.25,,斤,2021-10-20 00:00:00
蚕豆,4.5,5.5,5.0,,斤,2021-10-20 00:00:00
奶花豆,5.0,6.5,5.75,,斤,2021-10-20 00:00:00
花生米,7.0,8.0,7.5,,斤,2021-10-20 00:00:00
豇豆,7.0,8.0,7.5,,斤,2021-10-20 00:00:00
白芝麻,8.0,9.0,8.5,,斤,2021-10-20 00:00:00
黑芝麻,11.0,12.0,11.5,,斤,2021-10-20 00:00:00
油麦菜,5.0,7.0,6.0,辽,斤,2021-10-20 00:00:00
散菜花,4.0,5.0,4.5,冀甘,斤,2021-10-20 00:00:00
绿菜花,4.0,6.0,5.0,冀甘,斤,2021-10-20 00:00:00
绿豆芽,0.95,1.0,0.98,,斤,2021-10-20 00:00:00
黄豆芽,0.85,0.9,0.88,,斤,2021-10-20 00:00:00
番茄,1.3,2.4,1.85,蒙,斤,2021-10-20 00:00:00
番茄,2.5,3.0,2.75,鲁蒙冀,斤,2021-10-20 00:00:00
黄瓜,2.5,4.3,3.4,蒙辽,斤,2021-10-20 00:00:00
黄瓜,4.5,6.5,5.5,冀鲁,斤,2021-10-20 00:00:00
小黄瓜,4.6,6.2,5.4,辽,斤,2021-10-20 00:00:00
茄子,2.5,3.6,3.05,冀京,斤,2021-10-20 00:00:00
长茄,1.6,3.3,2.45,冀晋辽,斤,2021-10-20 00:00:00
广茄,1.2,2.0,1.6,冀京,斤,2021-10-20 00:00:00
线茄,2.0,7.0,4.5,冀鲁,斤,2021-10-20 00:00:00
冬瓜,1.0,1.2,1.1,冀豫,斤,2021-10-20 00:00:00
冬瓜,0.4,0.45,0.43,冀,斤,2021-10-20 00:00:00
毛冬瓜,1.0,1.8,1.4,冀,斤,2021-10-20 00:00:00
架豆,3.5,7.5,5.5,冀,斤,2021-10-20 00:00:00
豆王,3.5,6.5,5.0,冀,斤,2021-10-20 00:00:00
扁豆,4.0,6.5,5.25,冀,斤,2021-10-20 00:00:00
线椒,2.0,2.7,2.35,鲁冀,斤,2021-10-20 00:00:00
杭椒,2.0,2.5,2.25,鲁,斤,2021-10-20 00:00:00
小米椒,4.0,6.0,5.0,云,斤,2021-10-20 00:00:00
彩椒,4.0,5.0,4.5,鲁冀,斤,2021-10-20 00:00:00
白萝卜,1.5,2.0,1.75,冀,斤,2021-10-20 00:00:00
心里美,1.0,1.2,1.1,冀,斤,2021-10-20 00:00:00
卞萝卜,0.7,0.8,0.75,蒙,斤,2021-10-20 00:00:00
青萝卜,1.0,1.5,1.25,冀鲁,斤,2021-10-20 00:00:00
胡萝卜,0.6,0.8,0.7,冀鲁,斤,2021-10-20 00:00:00
胡萝卜,0.9,1.2,1.05,冀鲁,斤,2021-10-20 00:00:00
土豆,0.7,0.9,0.8,冀蒙辽,斤,2021-10-20 00:00:00
土豆,0.8,1.15,0.98,冀陕,斤,2021-10-20 00:00:00
葱头,0.7,0.8,0.75,甘,斤,2021-10-20 00:00:00
葱头,0.9,1.1,1.0,甘,斤,2021-10-20 00:00:00
山药,2.0,2.8,2.4,冀,斤,2021-10-20 00:00:00
山药,3.0,7.0,5.0,豫,斤,2021-10-20 00:00:00
莲藕,2.5,3.5,3.0,鄂津,斤,2021-10-20 00:00:00
红薯,0.8,1.2,1.0,冀,斤,2021-10-20 00:00:00
红薯,1.5,1.7,1.6,,斤,2021-10-20 00:00:00
紫薯,1.8,3.5,2.65,,斤,2021-10-20 00:00:00
茭白,3.0,4.0,3.5,津,斤,2021-10-20 00:00:00
荸荠,4.0,5.0,4.5,晚,斤,2021-10-20 00:00:00
芋头,1.5,2.0,1.75,鲁,斤,2021-10-20 00:00:00
甘露,4.5,4.7,4.6,甘,斤,2021-10-20 00:00:00
姜,1.5,3.5,2.5,冀鲁,斤,2021-10-20 00:00:00
大蒜,3.0,4.4,3.7,豫苏鲁,斤,2021-10-20 00:00:00
蒜米,3.2,4.0,3.6,鲁,斤,2021-10-20 00:00:00
大葱,2.4,2.8,2.6,冀鲁,斤,2021-10-20 00:00:00
小葱,5.0,6.0,5.5,辽,斤,2021-10-20 00:00:00
蒜苗,3.0,6.0,4.5,鲁,斤,2021-10-20 00:00:00
蒜黄,5.0,6.0,5.5,冀,斤,2021-10-20 00:00:00
青蒜,3.0,3.4,3.2,青,斤,2021-10-20 00:00:00
平菇,5.5,6.5,6.0,京,斤,2021-10-20 00:00:00
香菇,3.0,6.0,4.5,冀,斤,2021-10-20 00:00:00
白玉菇,4.5,5.5,5.0,京,斤,2021-10-20 00:00:00
口蘑,7.5,8.5,8.0,豫,斤,2021-10-20 00:00:00
杏鲍菇,3.0,3.8,3.4,苏,斤,2021-10-20 00:00:00
金针菇,3.5,4.0,3.75,辽,斤,2021-10-20 00:00:00
油菜,3.0,4.0,3.5,,斤,2021-10-20 00:00:00
小白菜,5.0,5.5,5.25,,斤,2021-10-20 00:00:00
油麦菜,6.0,7.0,6.5,,斤,2021-10-20 00:00:00
奶白菜,3.5,4.0,3.75,,斤,2021-10-20 00:00:00
散生菜,5.0,6.0,5.5,,斤,2021-10-20 00:00:00
香葱,5.0,5.5,5.25,,斤,2021-10-20 00:00:00
茼蒿,9.0,10.0,9.5,,斤,2021-10-20 00:00:00
蒿子秆,4.0,5.0,4.5,,斤,2021-10-20 00:00:00
水萝卜,2.0,3.0,2.5,,斤,2021-10-20 00:00:00
樱桃萝卜,4.0,4.5,4.25,,斤,2021-10-20 00:00:00
香芹,5.0,5.5,5.25,,斤,2021-10-20 00:00:00
菠菜,9.0,10.0,9.5,,斤,2021-10-20 00:00:00
苋菜,3.0,4.0,3.5,,斤,2021-10-20 00:00:00
菊花菜,6.0,6.5,6.25,,斤,2021-10-20 00:00:00
黄心菜,5.0,5.5,5.25,,斤,2021-10-20 00:00:00
青蒜,3.0,4.0,3.5,,斤,2021-10-20 00:00:00
盖菜,3.0,3.5,3.25,,斤,2021-10-20 00:00:00
芥兰,7.0,7.5,7.25,,斤,2021-10-20 00:00:00
菜心,5.0,5.5,5.25,,斤,2021-10-20 00:00:00
空心菜,9.0,10.0,9.5,,斤,2021-10-20 00:00:00
鸡毛菜,7.0,8.0,7.5,,斤,2021-10-20 00:00:00
荆芥,5.5,6.5,6.0,,斤,2021-10-20 00:00:00
豌豆苗,4.5,5.0,4.75,,斤,2021-10-20 00:00:00
快菜,4.0,4.5,4.25,,斤,2021-10-20 00:00:00
苦菊,4.5,5.5,5.0,,斤,2021-10-20 00:00:00
穿心莲,7.0,8.0,7.5,,斤,2021-10-20 00:00:00
木耳菜,8.0,9.0,8.5,,斤,2021-10-20 00:00:00
菠萝,2.8,3.0,2.9,,斤,2021-10-20 00:00:00
圣女果,5.0,6.0,5.5,,斤,2021-10-20 00:00:00
百香果,7.0,8.0,7.5,,斤,2021-10-20 00:00:00
桑葚,12.0,14.0,13.0,,斤,2021-10-20 00:00:00
冬枣,2.5,6.0,4.25,,斤,2021-10-20 00:00:00
黑枣,7.0,9.0,8.0,,斤,2021-10-20 00:00:00
人参果,3.5,5.0,4.25,,斤,2021-10-20 00:00:00
火龙果,2.5,6.0,4.25,,斤,2021-10-20 00:00:00
板栗,2.5,3.0,2.75,,斤,2021-10-20 00:00:00
油栗,4.0,8.0,6.0,,斤,2021-10-20 00:00:00
木瓜,4.0,5.0,4.5,,斤,2021-10-20 00:00:00
蜜柿,2.6,3.5,3.05,,斤,2021-10-20 00:00:00
柿饼,7.0,12.0,9.5,,斤,2021-10-20 00:00:00
磨盘柿子,1.5,1.7,1.6,,斤,2021-10-20 00:00:00
脆皮柿子,2.0,2.2,2.1,,斤,2021-10-20 00:00:00
甘蔗,1.3,1.5,1.4,,斤,2021-10-20 00:00:00
柠檬,4.0,5.0,4.5,,斤,2021-10-20 00:00:00
石榴,2.0,5.0,3.5,四川,斤,2021-10-20 00:00:00
山楂,1.5,4.5,3.0,,斤,2021-10-20 00:00:00
姑娘果（灯笼果）,7.0,10.0,8.5,,斤,2021-10-20 00:00:00
123,1.3,1.7,1.5,,斤,2021-10-20 00:00:00
鸭梨,1.1,1.4,1.25,,斤,2021-10-20 00:00:00
雪花梨,1.1,1.4,1.25,,斤,2021-10-20 00:00:00
皇冠梨,1.6,2.0,1.8,,斤,2021-10-20 00:00:00
皇冠梨,1.3,1.7,1.5,,斤,2021-10-20 00:00:00
南果梨,1.5,3.5,2.5,,斤,2021-10-20 00:00:00
丰水梨,2.5,3.0,2.75,,斤,2021-10-20 00:00:00
广梨,1.5,3.0,2.25,,斤,2021-10-20 00:00:00
酥梨,1.5,1.8,1.65,,斤,2021-10-20 00:00:00
库尔勒香梨,3.0,4.0,3.5,,斤,2021-10-20 00:00:00
红香酥梨,1.3,1.6,1.45,,斤,2021-10-20 00:00:00
红啤梨,3.5,4.5,4.0,,斤,2021-10-20 00:00:00
蜜梨,2.0,2.5,2.25,,斤,2021-10-20 00:00:00
京白梨,1.6,2.0,1.8,,斤,2021-10-20 00:00:00
贵妃梨,1.2,1.5,1.35,,斤,2021-10-20 00:00:00
无籽小号-大号,2.5,2.8,2.65,,斤,2021-10-20 00:00:00
麒麟、甜蜜蜜,3.0,4.5,3.75,,斤,2021-10-20 00:00:00
黑美人,2.5,2.8,2.65,,斤,2021-10-20 00:00:00
特小凤,2.5,2.8,2.65,,斤,2021-10-20 00:00:00
L600吊秧瓜,2.5,3.2,2.85,,斤,2021-10-20 00:00:00
京欣,2.5,2.8,2.65,,斤,2021-10-20 00:00:00
甜王,2.6,3.0,2.8,,斤,2021-10-20 00:00:00
国产香蕉,1.8,2.2,2.0,,斤,2021-10-20 00:00:00
南美、菲律宾香蕉,2.5,3.3,2.9,,斤,2021-10-20 00:00:00
泰国香蕉,6.5,7.5,7.0,,斤,2021-10-20 00:00:00
晓蜜25号,2.0,2.4,2.2,,斤,2021-10-20 00:00:00
黄金瓜,2.0,2.5,2.25,,斤,2021-10-20 00:00:00
玉菇,3.0,3.8,3.4,,斤,2021-10-20 00:00:00
网纹,3.5,4.5,4.0,,斤,2021-10-20 00:00:00
西洲蜜,1.6,2.0,1.8,,斤,2021-10-20 00:00:00
羊角蜜,3.0,3.5,3.25,,斤,2021-10-20 00:00:00
花蕾甜瓜,2.8,3.5,3.15,,斤,2021-10-20 00:00:00
绿宝甜瓜,2.5,3.5,3.0,,斤,2021-10-20 00:00:00
博阳,2.8,3.5,3.15,,斤,2021-10-20 00:00:00
久红瑞,1.6,1.8,1.7,,斤,2021-10-20 00:00:00
富士,1.8,2.4,2.1,,斤,2021-10-20 00:00:00
富士,2.6,3.6,3.1,,斤,2021-10-20 00:00:00
富士,2.0,2.6,2.3,,斤,2021-10-20 00:00:00
黄元帅,1.8,2.5,2.15,,斤,2021-10-20 00:00:00
花牛,1.5,2.8,2.15,,斤,2021-10-20 00:00:00
阿克苏,3.5,4.5,4.0,新疆,斤,2021-10-20 00:00:00
