prodCat,prodPcat,prodName,lowPrice,avgPrice,highPrice,place,unitInfo,pubDate
肉禽蛋,禽蛋类,鸡排腿,7.0,7.5,7.25,,斤,2021-11-23 00:00:00
肉禽蛋,禽蛋类,鸡琵琶腿,7.0,7.5,7.25,,斤,2021-11-23 00:00:00
水产,其他类,鲍鱼,4.0,5.0,4.5,,个,2021-11-23 00:00:00
水产,其他类,扇贝（地播）,28.0,28.0,28.0,,斤,2021-11-23 00:00:00
水产,其他类,扇贝（地播）,26.0,26.0,26.0,,斤,2021-11-23 00:00:00
水产,其他类,小红扇贝,5.0,6.0,5.5,,斤,2021-11-23 00:00:00
水产,其他类,大香螺,35.0,38.0,36.5,,斤,2021-11-23 00:00:00
水产,其他类,角螺,50.0,52.0,51.0,,斤,2021-11-23 00:00:00
水产,其他类,象拔蚌,140.0,150.0,145.0,,斤,2021-11-23 00:00:00
水产,其他类,钉螺,7.0,7.0,7.0,,斤,2021-11-23 00:00:00
水产,其他类,海螺丝,35.0,36.0,35.5,,斤,2021-11-23 00:00:00
水产,其他类,海螺,13.0,14.0,13.5,,斤,2021-11-23 00:00:00
水产,其他类,海螺,18.0,22.0,20.0,,斤,2021-11-23 00:00:00
水产,其他类,海螺,30.0,32.0,31.0,,斤,2021-11-23 00:00:00
水产,其他类,竹蛏子,35.0,40.0,37.5,,斤,2021-11-23 00:00:00
水产,其他类,蛏子,14.0,16.0,15.0,,斤,2021-11-23 00:00:00
水产,其他类,海虹,6.0,6.0,6.0,,斤,2021-11-23 00:00:00
水产,其他类,带子,13.0,14.0,13.5,,斤,2021-11-23 00:00:00
水产,其他类,生蚝,12.0,12.0,12.0,,斤,2021-11-23 00:00:00
水产,其他类,生蚝,14.0,14.0,14.0,,斤,2021-11-23 00:00:00
水产,其他类,文蛤,12.0,12.0,12.0,,斤,2021-11-23 00:00:00
水产,其他类,白蛤,4.0,8.0,6.0,,斤,2021-11-23 00:00:00
蔬菜,,大白菜,1.0,1.4,1.2,冀陕辽,斤,2021-11-22 00:00:00
蔬菜,,娃娃菜,1.0,1.5,1.25,冀,斤,2021-11-22 00:00:00
蔬菜,,小白菜,1.0,1.5,1.25,,斤,2021-11-22 00:00:00
蔬菜,,圆白菜,2.3,2.5,2.4,冀,斤,2021-11-22 00:00:00
蔬菜,,圆白菜,1.5,1.8,1.65,鄂,斤,2021-11-22 00:00:00
蔬菜,,紫甘蓝,1.1,1.3,1.2,冀宁,斤,2021-11-22 00:00:00
蔬菜,,芹菜,2.2,2.8,2.5,鲁,斤,2021-11-22 00:00:00
蔬菜,,西芹,4.0,4.2,4.1,辽,斤,2021-11-22 00:00:00
蔬菜,,菠菜,2.5,3.5,3.0,蒙,斤,2021-11-22 00:00:00
蔬菜,,莴笋,1.2,2.0,1.6,冀,斤,2021-11-22 00:00:00
蔬菜,,团生菜,2.0,4.0,3.0,冀,斤,2021-11-22 00:00:00
蔬菜,,散叶生菜,3.3,3.8,3.55,京辽,斤,2021-11-22 00:00:00
蔬菜,,罗马生菜,3.0,3.4,3.2,冀,斤,2021-11-22 00:00:00
蔬菜,,油菜,2.0,2.5,2.25,冀,斤,2021-11-22 00:00:00
蔬菜,,香菜,3.0,5.0,4.0,冀,斤,2021-11-22 00:00:00
蔬菜,,茴香,2.5,3.5,3.0,冀,斤,2021-11-22 00:00:00
蔬菜,,韭菜,3.0,3.5,3.25,粤冀,斤,2021-11-22 00:00:00
蔬菜,,苦菊,5.0,6.0,5.5,辽,斤,2021-11-22 00:00:00
蔬菜,,油麦菜,3.5,4.5,4.0,辽,斤,2021-11-22 00:00:00
蔬菜,,黄心菜,1.0,1.3,1.15,皖,斤,2021-11-22 00:00:00
豆制品,,豆腐干,4.5,4.5,4.5,,斤,2021-11-23 00:00:00
豆制品,,精品豆腐干,4.5,4.5,4.5,,袋,2021-11-23 00:00:00
豆制品,,豆腐泡,5.0,5.0,5.0,,斤,2021-11-23 00:00:00
豆制品,,精品豆腐泡,5.0,5.0,5.0,,袋,2021-11-23 00:00:00
豆制品,,白玉内酯豆腐,2.2,2.2,2.2,,盒,2021-11-23 00:00:00
豆制品,,香香内脂豆腐,1.5,1.5,1.5,,盒,2021-11-23 00:00:00
豆制品,,北豆腐,2.2,2.2,2.2,,斤,2021-11-22 00:00:00
豆制品,,南豆腐,2.0,2.0,2.0,,斤,2021-11-22 00:00:00
豆制品,,白玉北豆腐,3.8,3.8,3.8,,盒,2021-11-22 00:00:00
豆制品,,香香北豆腐,3.0,3.0,3.0,,盒,2021-11-22 00:00:00
豆制品,,白玉南豆腐,5.0,5.0,5.0,,盒,2021-11-22 00:00:00
豆制品,,豆腐丝,4.5,5.0,4.75,,斤,2021-11-22 00:00:00
豆制品,,精品豆腐丝,5.5,5.5,5.5,,袋,2021-11-22 00:00:00
豆制品,,豆腐皮,4.9,5.0,4.95,,斤,2021-11-22 00:00:00
豆制品,,豆腐干,4.5,4.5,4.5,,斤,2021-11-22 00:00:00
豆制品,,精品豆腐干,4.5,4.5,4.5,,袋,2021-11-22 00:00:00
豆制品,,豆腐泡,5.0,5.0,5.0,,斤,2021-11-22 00:00:00
豆制品,,精品豆腐泡,5.0,5.0,5.0,,袋,2021-11-22 00:00:00
豆制品,,白玉内酯豆腐,2.2,2.2,2.2,,盒,2021-11-22 00:00:00
豆制品,,香香内脂豆腐,1.5,1.5,1.5,,盒,2021-11-22 00:00:00
蔬菜,,雪里蕻,1.3,1.5,1.4,冀,斤,2021-11-22 00:00:00
蔬菜,,散菜花,4.8,5.8,5.3,冀甘陕,斤,2021-11-22 00:00:00
蔬菜,,绿菜花,4.0,5.0,4.5,冀甘,斤,2021-11-22 00:00:00
蔬菜,,绿豆芽,0.95,1.0,0.98,,斤,2021-11-22 00:00:00
蔬菜,,黄豆芽,0.85,0.9,0.88,,斤,2021-11-22 00:00:00
蔬菜,,番茄,1.3,2.8,2.05,蒙,斤,2021-11-22 00:00:00
蔬菜,,番茄,3.0,3.5,3.25,鲁蒙冀,斤,2021-11-22 00:00:00
蔬菜,,黄瓜,3.0,4.0,3.5,蒙辽,斤,2021-11-22 00:00:00
蔬菜,,黄瓜,4.5,5.0,4.75,冀鲁,斤,2021-11-22 00:00:00
蔬菜,,小黄瓜,4.5,5.0,4.75,辽,斤,2021-11-22 00:00:00
蔬菜,,茄子,2.2,3.3,2.75,冀京,斤,2021-11-22 00:00:00
蔬菜,,长茄,2.0,3.0,2.5,冀晋辽,斤,2021-11-22 00:00:00
蔬菜,,广茄,2.5,3.6,3.05,冀京,斤,2021-11-22 00:00:00
蔬菜,,线茄,3.5,4.5,4.0,冀鲁,斤,2021-11-22 00:00:00
蔬菜,,冬瓜,1.4,1.6,1.5,辽桂,斤,2021-11-22 00:00:00
蔬菜,,冬瓜,0.7,0.8,0.75,苏,斤,2021-11-22 00:00:00
蔬菜,,毛冬瓜,1.4,1.8,1.6,冀豫,斤,2021-11-22 00:00:00
蔬菜,,架豆,3.5,5.5,4.5,冀,斤,2021-11-22 00:00:00
蔬菜,,豆王,4.3,5.3,4.8,云冀,斤,2021-11-22 00:00:00
蔬菜,,扁豆,4.0,6.0,5.0,冀,斤,2021-11-22 00:00:00
蔬菜,,豇豆,4.0,5.5,4.75,桂云,斤,2021-11-22 00:00:00
蔬菜,,白不老,4.0,5.4,4.7,辽冀,斤,2021-11-22 00:00:00
蔬菜,,油豆,4.0,6.0,5.0,辽冀,斤,2021-11-22 00:00:00
蔬菜,,毛豆,4.3,4.4,4.35,云桂闽川,斤,2021-11-22 00:00:00
蔬菜,,玉米,2.5,2.8,2.65,鄂桂闽,斤,2021-11-22 00:00:00
蔬菜,,花生,4.0,4.5,4.25,苏冀皖,斤,2021-11-22 00:00:00
蔬菜,,苦瓜,3.5,4.5,4.0,冀鲁,斤,2021-11-22 00:00:00
蔬菜,,丝瓜,3.0,4.0,3.5,冀豫鲁,斤,2021-11-22 00:00:00
蔬菜,,西葫芦,2.4,3.5,2.95,云,斤,2021-11-22 00:00:00
蔬菜,,佛手瓜,2.8,3.0,2.9,冀,斤,2021-11-22 00:00:00
蔬菜,,贝贝南瓜,2.5,2.6,2.55,蒙,斤,2021-11-22 00:00:00
蔬菜,,金丝南瓜,1.2,1.4,1.3,蒙,斤,2021-11-22 00:00:00
蔬菜,,板栗南瓜,1.4,1.6,1.5,新蒙,斤,2021-11-22 00:00:00
蔬菜,,南北瓜,0.7,0.9,0.8,川鄂皖浙,斤,2021-11-22 00:00:00
蔬菜,,尖椒,2.5,5.3,3.9,辽冀鲁蒙,斤,2021-11-22 00:00:00
蔬菜,,红尖椒,2.5,4.0,3.25,鲁,斤,2021-11-22 00:00:00
蔬菜,,美人椒,4.5,5.5,5.0,鲁云蒙,斤,2021-11-22 00:00:00
蔬菜,,螺丝椒,3.0,5.5,4.25,鲁甘,斤,2021-11-22 00:00:00
蔬菜,,柿子椒,2.0,2.5,2.25,鲁冀,斤,2021-11-22 00:00:00
蔬菜,,线椒,2.5,4.0,3.25,鲁冀,斤,2021-11-22 00:00:00
蔬菜,,杭椒,3.0,4.0,3.5,鲁,斤,2021-11-22 00:00:00
蔬菜,,小米椒,6.0,7.0,6.5,云,斤,2021-11-22 00:00:00
蔬菜,,彩椒,6.0,7.0,6.5,鲁冀,斤,2021-11-22 00:00:00
蔬菜,,白萝卜,0.8,1.0,0.9,冀,斤,2021-11-22 00:00:00
蔬菜,,心里美,1.4,1.7,1.55,冀,斤,2021-11-22 00:00:00
蔬菜,,卞萝卜,0.9,1.1,1.0,冀鲁,斤,2021-11-22 00:00:00
蔬菜,,青萝卜,2.0,2.4,2.2,冀津,斤,2021-11-22 00:00:00
蔬菜,,胡萝卜,1.2,1.8,1.5,冀鲁,斤,2021-11-22 00:00:00
蔬菜,,胡萝卜,1.3,1.8,1.55,冀鲁,斤,2021-11-22 00:00:00
蔬菜,,土豆,0.8,1.0,0.9,冀,斤,2021-11-22 00:00:00
蔬菜,,土豆,1.0,1.3,1.15,冀陕,斤,2021-11-22 00:00:00
蔬菜,,葱头,0.85,0.95,0.9,甘,斤,2021-11-22 00:00:00
蔬菜,,葱头,1.2,1.4,1.3,蒙,斤,2021-11-22 00:00:00
蔬菜,,山药,2.4,3.5,2.95,冀,斤,2021-11-22 00:00:00
蔬菜,,山药,3.8,8.0,5.9,豫,斤,2021-11-22 00:00:00
蔬菜,,莲藕,3.0,3.5,3.25,津苏,斤,2021-11-22 00:00:00
蔬菜,,红薯,1.0,1.2,1.1,冀,斤,2021-11-22 00:00:00
蔬菜,,红薯,1.5,2.0,1.75,,斤,2021-11-22 00:00:00
蔬菜,,紫薯,1.8,3.5,2.65,,斤,2021-11-22 00:00:00
蔬菜,,茭白,5.5,6.0,5.75,津,斤,2021-11-22 00:00:00
蔬菜,水菜,穿心莲,2.5,3.0,2.75,,斤,2021-11-22 00:00:00
蔬菜,水菜,木耳菜,5.5,6.5,6.0,,斤,2021-11-22 00:00:00
水果,其他类,菠萝,2.0,2.5,2.25,,斤,2021-11-22 00:00:00
水果,其他类,圣女果,5.0,6.0,5.5,,斤,2021-11-22 00:00:00
水果,其他类,百香果,7.0,8.0,7.5,,斤,2021-11-22 00:00:00
水果,其他类,冬枣,2.0,6.0,4.0,,斤,2021-11-22 00:00:00
水果,其他类,黑枣,7.0,9.0,8.0,,斤,2021-11-22 00:00:00
水果,其他类,红颜九九草莓,35.0,45.0,40.0,,斤,2021-11-22 00:00:00
水果,其他类,宁玉草莓,17.0,20.0,18.5,,斤,2021-11-22 00:00:00
水果,其他类,人参果,4.0,5.0,4.5,,斤,2021-11-22 00:00:00
水果,其他类,火龙果,2.2,7.0,4.6,,斤,2021-11-22 00:00:00
水果,其他类,火龙果,2.5,4.5,3.5,,斤,2021-11-22 00:00:00
水果,其他类,板栗,3.0,3.5,3.25,,斤,2021-11-22 00:00:00
水果,其他类,油栗,3.5,8.0,5.75,,斤,2021-11-22 00:00:00
水果,其他类,木瓜,5.0,6.0,5.5,,斤,2021-11-22 00:00:00
水果,其他类,蜜柿,2.6,3.5,3.05,,斤,2021-11-22 00:00:00
水果,其他类,柿饼,7.0,12.0,9.5,,斤,2021-11-22 00:00:00
水果,其他类,磨盘柿子,1.5,2.0,1.75,,斤,2021-11-22 00:00:00
水果,其他类,脆皮柿子,1.8,2.5,2.15,,斤,2021-11-22 00:00:00
水果,其他类,甘蔗,1.3,1.5,1.4,,斤,2021-11-22 00:00:00
蔬菜,,荸荠,2.7,3.0,2.85,皖,斤,2021-11-22 00:00:00
蔬菜,,芋头,1.5,1.6,1.55,鲁,斤,2021-11-22 00:00:00
蔬菜,,姜,1.5,3.5,2.5,冀鲁,斤,2021-11-22 00:00:00
蔬菜,,大蒜,3.0,4.4,3.7,豫苏鲁,斤,2021-11-22 00:00:00
蔬菜,,蒜米,3.2,3.8,3.5,鲁,斤,2021-11-22 00:00:00
蔬菜,,大葱,2.2,2.8,2.5,冀鲁辽,斤,2021-11-22 00:00:00
蔬菜,,小葱,6.0,6.5,6.25,辽,斤,2021-11-22 00:00:00
蔬菜,,蒜苗,3.0,6.5,4.75,鲁,斤,2021-11-22 00:00:00
蔬菜,,蒜黄,3.6,4.2,3.9,冀,斤,2021-11-22 00:00:00
蔬菜,,青蒜,4.0,4.4,4.2,鲁豫,斤,2021-11-22 00:00:00
蔬菜,,平菇,3.0,4.0,3.5,京,斤,2021-11-22 00:00:00
蔬菜,,香菇,3.0,5.5,4.25,冀,斤,2021-11-22 00:00:00
蔬菜,,白玉菇,5.0,6.0,5.5,京,斤,2021-11-22 00:00:00
蔬菜,,口蘑,8.5,9.0,8.75,豫,斤,2021-11-22 00:00:00
蔬菜,,杏鲍菇,4.0,4.5,4.25,苏,斤,2021-11-22 00:00:00
蔬菜,,金针菇,3.0,3.5,3.25,辽,斤,2021-11-22 00:00:00
蔬菜,水菜,油菜,2.5,3.0,2.75,,斤,2021-11-22 00:00:00
蔬菜,水菜,小白菜,2.0,2.5,2.25,,斤,2021-11-22 00:00:00
蔬菜,水菜,油麦菜,4.0,5.0,4.5,,斤,2021-11-22 00:00:00
蔬菜,水菜,奶白菜,3.0,3.5,3.25,,斤,2021-11-22 00:00:00
水果,其他类,柠檬,4.0,5.0,4.5,,斤,2021-11-22 00:00:00
水果,其他类,石榴,3.0,7.0,5.0,四川,斤,2021-11-22 00:00:00
水果,其他类,山楂,2.5,3.5,3.0,,斤,2021-11-22 00:00:00
水果,其他类,姑娘果（灯笼果）,7.0,12.0,9.5,,斤,2021-11-22 00:00:00
水果,其他类,鸡心沙果,3.0,6.5,4.75,,斤,2021-11-22 00:00:00
水果,梨类,鸭梨,1.1,1.5,1.3,,斤,2021-11-22 00:00:00
水果,梨类,雪花梨,1.2,1.5,1.35,,斤,2021-11-22 00:00:00
水果,梨类,皇冠梨,1.8,2.4,2.1,,斤,2021-11-22 00:00:00
水果,梨类,南果梨,1.2,3.5,2.35,,斤,2021-11-22 00:00:00
水果,梨类,丰水梨,3.0,3.4,3.2,,斤,2021-11-22 00:00:00
水果,梨类,广梨,1.8,3.2,2.5,,斤,2021-11-22 00:00:00
水果,梨类,酥梨,1.6,2.0,1.8,,斤,2021-11-22 00:00:00
水果,梨类,库尔勒香梨,3.5,4.3,3.9,,斤,2021-11-22 00:00:00
水果,梨类,红啤梨,3.5,4.5,4.0,,斤,2021-11-22 00:00:00
水果,梨类,蜜梨,2.0,2.5,2.25,,斤,2021-11-22 00:00:00
水果,梨类,京白梨,1.6,2.3,1.95,,斤,2021-11-22 00:00:00
水果,梨类,贵妃梨,1.2,1.5,1.35,,斤,2021-11-22 00:00:00
水果,柑橘类,蜜桔,1.1,2.4,1.75,,斤,2021-11-22 00:00:00
水果,柑橘类,小叶桔,1.2,2.5,1.85,,斤,2021-11-22 00:00:00
水果,柑橘类,南丰蜜桔,2.2,3.5,2.85,,斤,2021-11-22 00:00:00
水果,柑橘类,砂糖橘,5.0,6.0,5.5,,斤,2021-11-22 00:00:00
水果,柑橘类,耙耙柑（丑橘）,3.5,6.0,4.75,,斤,2021-11-22 00:00:00
水果,柑橘类,爱媛,3.0,5.0,4.0,,斤,2021-11-22 00:00:00
水果,柑橘类,赣南脐橙Ф65-Ф95,2.4,4.0,3.2,,斤,2021-11-22 00:00:00
水果,柑橘类,鄂、湘、川脐橙,2.5,3.5,3.0,,斤,2021-11-22 00:00:00
水果,柑橘类,冰糖橙,1.8,3.5,2.65,,斤,2021-11-22 00:00:00
水果,柑橘类,芦柑,2.5,3.0,2.75,,斤,2021-11-22 00:00:00
水果,柑橘类,金桔,3.6,8.0,5.8,,斤,2021-11-22 00:00:00
水果,柑橘类,蜜柚,1.5,2.6,2.05,,斤,2021-11-22 00:00:00
水果,柑橘类,蜜柚,1.2,1.6,1.4,,斤,2021-11-22 00:00:00
水果,柑橘类,葡萄柚,3.5,4.5,4.0,,斤,2021-11-22 00:00:00
水果,桃李杏类,晚蜜,3.0,5.0,4.0,,斤,2021-11-22 00:00:00
水果,桃李杏类,猕猴桃,3.5,5.5,4.5,,斤,2021-11-22 00:00:00
水果,桃李杏类,猕猴桃,2.0,2.7,2.35,,斤,2021-11-22 00:00:00
水果,桃李杏类,猕猴桃,1.8,2.3,2.05,,斤,2021-11-22 00:00:00
水果,桃李杏类,李子,1.5,3.0,2.25,,斤,2021-11-22 00:00:00
水果,西瓜类,无籽小号-大号,5.0,5.2,5.1,,斤,2021-11-22 00:00:00
水果,西瓜类,麒麟、甜蜜蜜,4.0,4.5,4.25,,斤,2021-11-22 00:00:00
水果,西瓜类,黑美人,3.0,3.2,3.1,,斤,2021-11-22 00:00:00
水果,西瓜类,特小凤,3.0,3.5,3.25,,斤,2021-11-22 00:00:00
水果,西瓜类,甜王,3.5,4.0,3.75,,斤,2021-11-22 00:00:00
水果,香蕉类,国产香蕉,2.7,3.0,2.85,,斤,2021-11-22 00:00:00
水果,香蕉类,南美、菲律宾香蕉,3.2,3.7,3.45,,斤,2021-11-22 00:00:00
水果,香蕉类,泰国香蕉,7.0,7.5,7.25,,斤,2021-11-22 00:00:00
水果,甜瓜类,晓蜜25号,4.0,5.0,4.5,,斤,2021-11-22 00:00:00
水果,甜瓜类,黄金瓜,3.5,4.0,3.75,,斤,2021-11-22 00:00:00
水果,甜瓜类,网纹,4.5,5.5,5.0,,斤,2021-11-22 00:00:00
水果,甜瓜类,西洲蜜,3.5,4.7,4.1,,斤,2021-11-22 00:00:00
水果,甜瓜类,绿宝甜瓜,4.0,5.0,4.5,,斤,2021-11-22 00:00:00
水果,甜瓜类,博阳,3.5,4.5,4.0,,斤,2021-11-22 00:00:00
水果,甜瓜类,久红瑞,3.0,3.5,3.25,,斤,2021-11-22 00:00:00
水果,苹果类,富士,1.8,2.6,2.2,,斤,2021-11-22 00:00:00
水果,苹果类,富士,2.6,3.8,3.2,,斤,2021-11-22 00:00:00
水果,苹果类,富士,1.5,2.5,2.0,,斤,2021-11-22 00:00:00
水果,苹果类,黄元帅,1.6,2.4,2.0,,斤,2021-11-22 00:00:00
水果,苹果类,花牛,1.5,3.0,2.25,,斤,2021-11-22 00:00:00
水果,苹果类,阿克苏,3.5,4.5,4.0,新疆,斤,2021-11-22 00:00:00
水果,苹果类,国光,1.3,2.4,1.85,,斤,2021-11-22 00:00:00
水果,苹果类,寒富苹果,1.5,1.8,1.65,辽宁,斤,2021-11-22 00:00:00
水果,苹果类,王林,1.5,2.0,1.75,,斤,2021-11-22 00:00:00
肉禽蛋,猪肉类,肥膘肉,5.0,6.0,5.5,,斤,2021-11-22 00:00:00
肉禽蛋,猪肉类,猪腰子,13.0,13.0,13.0,,斤,2021-11-22 00:00:00
肉禽蛋,猪肉类,猪心,8.0,8.0,8.0,,斤,2021-11-22 00:00:00
肉禽蛋,猪肉类,猪肝,5.5,5.5,5.5,,斤,2021-11-22 00:00:00
肉禽蛋,猪肉类,猪肺,3.0,4.0,3.5,,个,2021-11-22 00:00:00
肉禽蛋,猪肉类,猪皮,5.0,6.0,5.5,,斤,2021-11-22 00:00:00
肉禽蛋,猪肉类,猪肠头,17.0,17.0,17.0,,斤,2021-11-22 00:00:00
肉禽蛋,猪肉类,猪肠,14.0,14.0,14.0,,斤,2021-11-22 00:00:00
肉禽蛋,牛肉类,整牛,33.25,33.25,33.25,,斤,2021-11-22 00:00:00
肉禽蛋,牛肉类,牛前腱,36.0,37.0,36.5,,斤,2021-11-22 00:00:00
肉禽蛋,牛肉类,牛后腱,36.0,37.0,36.5,,斤,2021-11-22 00:00:00
肉禽蛋,牛肉类,牛前腿,34.0,35.0,34.5,,斤,2021-11-22 00:00:00
肉禽蛋,牛肉类,牛后腿,34.0,35.0,34.5,,斤,2021-11-22 00:00:00
肉禽蛋,牛肉类,牛腰窝,34.0,34.0,34.0,,斤,2021-11-22 00:00:00
肉禽蛋,牛肉类,牛柳,37.0,37.0,37.0,,斤,2021-11-22 00:00:00
肉禽蛋,牛肉类,精牛柳,40.0,42.0,41.0,,斤,2021-11-22 00:00:00
肉禽蛋,牛肉类,牛腩,34.0,34.0,34.0,,斤,2021-11-22 00:00:00
肉禽蛋,牛肉类,牛林,34.0,34.0,34.0,,斤,2021-11-22 00:00:00
肉禽蛋,牛肉类,牛油,6.0,6.0,6.0,,斤,2021-11-22 00:00:00
肉禽蛋,牛肉类,牛金钱腱,48.0,50.0,49.0,,斤,2021-11-22 00:00:00
肉禽蛋,牛肉类,牛骨,5.0,5.0,5.0,,斤,2021-11-22 00:00:00
肉禽蛋,牛肉类,牛排骨,30.0,30.0,30.0,,斤,2021-11-22 00:00:00
肉禽蛋,牛肉类,牛板筋,34.0,35.0,34.5,,斤,2021-11-22 00:00:00
肉禽蛋,牛肉类,牛尾,30.0,30.0,30.0,,斤,2021-11-22 00:00:00
肉禽蛋,牛肉类,牛上脑,34.0,34.0,34.0,,斤,2021-11-22 00:00:00
肉禽蛋,羊肉类,整羊,25.5,26.5,26.0,,斤,2021-11-22 00:00:00
肉禽蛋,羊肉类,去骨羊前腿,35.0,35.0,35.0,,斤,2021-11-22 00:00:00
肉禽蛋,羊肉类,去骨羊后腿,36.0,36.0,36.0,,斤,2021-11-22 00:00:00
肉禽蛋,羊肉类,羊腰窝,33.0,33.0,33.0,,斤,2021-11-22 00:00:00
肉禽蛋,羊肉类,羊肉片,34.0,38.0,36.0,,斤,2021-11-22 00:00:00
肉禽蛋,羊肉类,羊腰子,13.0,15.0,14.0,,个,2021-11-22 00:00:00
肉禽蛋,羊肉类,羊蝎子,17.0,18.0,17.5,,斤,2021-11-22 00:00:00
肉禽蛋,羊肉类,羊蝎子,26.0,27.0,26.5,,斤,2021-11-22 00:00:00
肉禽蛋,羊肉类,羊排骨,26.0,26.0,26.0,,斤,2021-11-22 00:00:00
肉禽蛋,羊肉类,羊尾巴油,8.0,8.0,8.0,,斤,2021-11-22 00:00:00
肉禽蛋,羊肉类,羊小腿,23.0,24.0,23.5,,斤,2021-11-22 00:00:00
肉禽蛋,羊肉类,羊腱子肉,36.0,36.0,36.0,,斤,2021-11-22 00:00:00
肉禽蛋,羊肉类,羊上脑,34.0,34.0,34.0,,斤,2021-11-22 00:00:00
肉禽蛋,羊肉类,羊骨头,10.0,10.0,10.0,,斤,2021-11-22 00:00:00
肉禽蛋,羊肉类,羊腩,25.0,25.0,25.0,,斤,2021-11-22 00:00:00
肉禽蛋,羊肉类,羊里脊,34.0,34.0,34.0,,斤,2021-11-22 00:00:00
肉禽蛋,禽蛋类,淘汰鸡,10.0,10.0,10.0,,斤,2021-11-22 00:00:00
肉禽蛋,禽蛋类,淘汰鸡,9.0,9.5,9.25,,斤,2021-11-22 00:00:00
肉禽蛋,禽蛋类,仔鸡,6.5,7.0,6.75,,斤,2021-11-22 00:00:00
肉禽蛋,禽蛋类,肉鸡,6.5,6.5,6.5,,斤,2021-11-22 00:00:00
肉禽蛋,禽蛋类,鸡胸,6.5,7.0,6.75,,斤,2021-11-22 00:00:00
肉禽蛋,禽蛋类,鸡翅,10.0,10.5,10.25,,斤,2021-11-22 00:00:00
肉禽蛋,禽蛋类,鸡翅尖,7.0,7.5,7.25,,斤,2021-11-22 00:00:00
肉禽蛋,禽蛋类,鸡翅中,20.0,20.0,20.0,,斤,2021-11-22 00:00:00
肉禽蛋,禽蛋类,鸡翅根,7.5,7.5,7.5,,斤,2021-11-22 00:00:00
肉禽蛋,禽蛋类,鸡边腿,6.5,6.5,6.5,,斤,2021-11-22 00:00:00
肉禽蛋,禽蛋类,鸡排腿,7.0,7.5,7.25,,斤,2021-11-22 00:00:00
肉禽蛋,禽蛋类,鸡琵琶腿,7.0,7.5,7.25,,斤,2021-11-22 00:00:00
肉禽蛋,禽蛋类,鸡胗,12.0,16.0,14.0,,斤,2021-11-22 00:00:00
肉禽蛋,禽蛋类,鸡爪,15.0,15.0,15.0,,斤,2021-11-22 00:00:00
肉禽蛋,禽蛋类,鸡心,6.0,6.0,6.0,,斤,2021-11-22 00:00:00
肉禽蛋,禽蛋类,鸡肝,2.5,2.5,2.5,,斤,2021-11-22 00:00:00
肉禽蛋,禽蛋类,鸡脖子,4.5,4.5,4.5,,斤,2021-11-22 00:00:00
肉禽蛋,禽蛋类,鸡头,2.5,2.5,2.5,,斤,2021-11-22 00:00:00
肉禽蛋,禽蛋类,鸡架子,2.5,2.5,2.5,,斤,2021-11-22 00:00:00
蔬菜,水菜,散生菜,4.0,5.0,4.5,,斤,2021-11-22 00:00:00
蔬菜,水菜,香葱,5.5,6.5,6.0,,斤,2021-11-22 00:00:00
蔬菜,水菜,茼蒿,6.0,6.5,6.25,,斤,2021-11-22 00:00:00
蔬菜,水菜,蒿子秆,2.5,3.5,3.0,,斤,2021-11-22 00:00:00
蔬菜,水菜,水萝卜,4.0,4.5,4.25,,斤,2021-11-22 00:00:00
蔬菜,水菜,樱桃萝卜,2.5,3.0,2.75,,斤,2021-11-22 00:00:00
蔬菜,水菜,香芹,4.0,4.5,4.25,,斤,2021-11-22 00:00:00
蔬菜,水菜,菠菜,5.0,6.0,5.5,,斤,2021-11-22 00:00:00
蔬菜,水菜,苋菜,7.0,8.0,7.5,,斤,2021-11-22 00:00:00
蔬菜,水菜,菊花菜,3.0,3.3,3.15,,斤,2021-11-22 00:00:00
蔬菜,水菜,黄心菜,3.0,4.0,3.5,,斤,2021-11-22 00:00:00
蔬菜,水菜,青蒜,5.0,5.5,5.25,,斤,2021-11-22 00:00:00
蔬菜,水菜,盖菜,2.0,2.5,2.25,,斤,2021-11-22 00:00:00
蔬菜,水菜,芥兰,2.5,3.0,2.75,,斤,2021-11-22 00:00:00
蔬菜,水菜,菜心,3.0,3.5,3.25,,斤,2021-11-22 00:00:00
蔬菜,水菜,空心菜,7.0,8.0,7.5,,斤,2021-11-22 00:00:00
蔬菜,水菜,鸡毛菜,3.0,3.5,3.25,,斤,2021-11-22 00:00:00
蔬菜,水菜,豌豆苗,4.0,4.5,4.25,,斤,2021-11-22 00:00:00
蔬菜,水菜,快菜,2.0,3.0,2.5,,斤,2021-11-22 00:00:00
蔬菜,水菜,苦菊,5.0,6.0,5.5,,斤,2021-11-22 00:00:00
水果,葡萄类,阳光玫瑰,12.0,30.0,21.0,,斤,2021-11-22 00:00:00
水果,葡萄类,红提,4.5,6.0,5.25,,斤,2021-11-22 00:00:00
水果,葡萄类,红宝石,4.5,5.5,5.0,,斤,2021-11-22 00:00:00
水果,葡萄类,克伦生,7.0,8.0,7.5,,斤,2021-11-22 00:00:00
水果,葡萄类,辽峰,4.0,6.0,5.0,,斤,2021-11-22 00:00:00
水果,葡萄类,新疆无核,3.8,5.0,4.4,,斤,2021-11-22 00:00:00
水果,葡萄类,巨峰,2.5,4.5,3.5,,斤,2021-11-22 00:00:00
水果,葡萄类,木纳格,3.8,5.0,4.4,,斤,2021-11-22 00:00:00
