prodCat,prodPcat,prodName,lowPrice,avgPrice,highPrice,place,unitInfo,pubDate
蔬菜,,菜花,3.0,3.2,3.1,冀,斤,2021-12-07 00:00:00
蔬菜,,散菜花,4.0,5.0,4.5,冀甘陕,斤,2021-12-07 00:00:00
蔬菜,,绿菜花,3.0,4.0,3.5,冀甘,斤,2021-12-07 00:00:00
蔬菜,,绿豆芽,0.95,1.0,0.98,,斤,2021-12-07 00:00:00
蔬菜,,黄豆芽,0.85,0.9,0.88,,斤,2021-12-07 00:00:00
蔬菜,,番茄,1.5,2.8,2.15,蒙,斤,2021-12-07 00:00:00
蔬菜,,番茄,2.7,3.4,3.05,鲁蒙冀,斤,2021-12-07 00:00:00
蔬菜,,黄瓜,1.7,3.2,2.45,蒙辽,斤,2021-12-07 00:00:00
蔬菜,,黄瓜,3.3,3.6,3.45,冀鲁,斤,2021-12-07 00:00:00
蔬菜,,小黄瓜,5.0,5.4,5.2,辽,斤,2021-12-07 00:00:00
蔬菜,,茄子,1.8,2.8,2.3,冀京,斤,2021-12-07 00:00:00
蔬菜,,长茄,1.5,2.0,1.75,冀晋辽,斤,2021-12-07 00:00:00
蔬菜,,广茄,1.6,2.4,2.0,冀京,斤,2021-12-07 00:00:00
蔬菜,,线茄,2.0,4.5,3.25,冀鲁,斤,2021-12-07 00:00:00
蔬菜,,冬瓜,1.4,1.6,1.5,辽桂,斤,2021-12-07 00:00:00
蔬菜,,冬瓜,0.9,1.0,0.95,苏,斤,2021-12-07 00:00:00
蔬菜,,毛冬瓜,1.4,1.8,1.6,冀豫,斤,2021-12-07 00:00:00
蔬菜,,架豆,3.6,4.5,4.05,冀,斤,2021-12-07 00:00:00
蔬菜,,豆王,3.2,4.1,3.65,云冀,斤,2021-12-07 00:00:00
蔬菜,,扁豆,3.2,4.1,3.65,冀,斤,2021-12-07 00:00:00
蔬菜,,豇豆,4.0,7.5,5.75,桂云,斤,2021-12-07 00:00:00
蔬菜,,白不老,3.5,5.0,4.25,辽冀,斤,2021-12-07 00:00:00
蔬菜,,油豆,3.4,4.0,3.7,辽冀,斤,2021-12-07 00:00:00
蔬菜,,毛豆,4.0,4.3,4.15,云桂闽川,斤,2021-12-07 00:00:00
蔬菜,,玉米,2.3,2.6,2.45,鄂桂闽,斤,2021-12-07 00:00:00
蔬菜,,花生,5.0,6.0,5.5,苏冀皖,斤,2021-12-07 00:00:00
蔬菜,,苦瓜,3.0,4.0,3.5,冀鲁,斤,2021-12-07 00:00:00
蔬菜,,丝瓜,3.5,4.5,4.0,冀豫鲁,斤,2021-12-07 00:00:00
蔬菜,,西葫芦,1.3,2.0,1.65,云鲁,斤,2021-12-07 00:00:00
蔬菜,,佛手瓜,3.0,3.5,3.25,冀,斤,2021-12-07 00:00:00
蔬菜,,贝贝南瓜,2.5,3.5,3.0,蒙,斤,2021-12-07 00:00:00
蔬菜,,金丝南瓜,1.4,2.5,1.95,蒙,斤,2021-12-07 00:00:00
蔬菜,,板栗南瓜,1.5,2.0,1.75,新蒙,斤,2021-12-07 00:00:00
蔬菜,,南北瓜,0.7,0.9,0.8,川鄂皖浙,斤,2021-12-07 00:00:00
蔬菜,,尖椒,2.5,4.5,3.5,辽冀鲁蒙,斤,2021-12-07 00:00:00
蔬菜,,红尖椒,3.0,5.0,4.0,鲁,斤,2021-12-07 00:00:00
蔬菜,,美人椒,4.0,5.0,4.5,鲁云蒙,斤,2021-12-07 00:00:00
蔬菜,,螺丝椒,3.0,5.0,4.0,鲁甘,斤,2021-12-07 00:00:00
蔬菜,,柿子椒,1.5,2.4,1.95,鲁冀,斤,2021-12-07 00:00:00
蔬菜,,线椒,3.0,4.0,3.5,鲁冀,斤,2021-12-07 00:00:00
蔬菜,水菜,穿心莲,2.5,3.0,2.75,,斤,2021-12-07 00:00:00
蔬菜,水菜,木耳菜,6.0,7.0,6.5,,斤,2021-12-07 00:00:00
水果,其他类,菠萝,2.0,2.5,2.25,,斤,2021-12-07 00:00:00
水果,其他类,圣女果,8.0,9.0,8.5,,斤,2021-12-07 00:00:00
水果,其他类,百香果,7.0,8.0,7.5,,斤,2021-12-07 00:00:00
水果,其他类,冬枣,2.0,6.0,4.0,,斤,2021-12-07 00:00:00
水果,其他类,黑枣,7.0,9.0,8.0,,斤,2021-12-07 00:00:00
水果,其他类,九九草莓,35.0,42.0,38.5,,斤,2021-12-07 00:00:00
水果,其他类,宁玉草莓,17.0,20.0,18.5,,斤,2021-12-07 00:00:00
水果,其他类,甜宝草莓,16.0,27.0,21.5,,斤,2021-12-07 00:00:00
水果,其他类,红颜草莓,18.0,22.0,20.0,,斤,2021-12-07 00:00:00
水果,其他类,人参果,4.0,5.0,4.5,,斤,2021-12-07 00:00:00
水果,其他类,火龙果,2.5,7.5,5.0,,斤,2021-12-07 00:00:00
水果,其他类,火龙果,2.5,4.5,3.5,,斤,2021-12-07 00:00:00
水果,其他类,板栗,3.0,3.5,3.25,,斤,2021-12-07 00:00:00
水果,其他类,油栗,3.5,8.0,5.75,,斤,2021-12-07 00:00:00
水果,其他类,木瓜,4.5,5.5,5.0,,斤,2021-12-07 00:00:00
水果,其他类,柿饼,7.0,12.0,9.5,,斤,2021-12-07 00:00:00
水果,其他类,磨盘柿子,1.8,2.2,2.0,,斤,2021-12-07 00:00:00
水果,其他类,脆皮柿子,2.8,3.0,2.9,,斤,2021-12-07 00:00:00
蔬菜,,大白菜,0.7,1.1,0.9,冀陕辽,斤,2021-12-07 00:00:00
蔬菜,,娃娃菜,1.0,1.2,1.1,冀,斤,2021-12-07 00:00:00
蔬菜,,小白菜,1.3,1.6,1.45,,斤,2021-12-07 00:00:00
蔬菜,,圆白菜,1.7,2.0,1.85,冀,斤,2021-12-07 00:00:00
蔬菜,,圆白菜,1.1,1.2,1.15,鄂,斤,2021-12-07 00:00:00
蔬菜,,紫甘蓝,1.4,1.5,1.45,冀宁,斤,2021-12-07 00:00:00
蔬菜,,芹菜,1.6,2.0,1.8,鲁,斤,2021-12-07 00:00:00
蔬菜,,西芹,4.3,4.5,4.4,辽,斤,2021-12-07 00:00:00
蔬菜,,菠菜,2.0,2.5,2.25,蒙,斤,2021-12-07 00:00:00
蔬菜,,莴笋,1.0,1.7,1.35,冀,斤,2021-12-07 00:00:00
蔬菜,,团生菜,2.0,3.5,2.75,冀,斤,2021-12-07 00:00:00
蔬菜,,散叶生菜,2.0,2.6,2.3,京辽,斤,2021-12-07 00:00:00
蔬菜,,罗马生菜,2.4,2.6,2.5,冀,斤,2021-12-07 00:00:00
蔬菜,,油菜,1.0,1.5,1.25,冀,斤,2021-12-07 00:00:00
蔬菜,,香菜,3.0,5.0,4.0,冀,斤,2021-12-07 00:00:00
蔬菜,,茴香,2.5,3.0,2.75,冀,斤,2021-12-07 00:00:00
蔬菜,,韭菜,3.5,4.0,3.75,粤冀,斤,2021-12-07 00:00:00
蔬菜,,苦菊,3.5,4.0,3.75,辽,斤,2021-12-07 00:00:00
蔬菜,,油麦菜,3.8,4.5,4.15,辽,斤,2021-12-07 00:00:00
蔬菜,,黄心菜,0.9,1.2,1.05,皖,斤,2021-12-07 00:00:00
蔬菜,,杭椒,3.0,4.0,3.5,鲁,斤,2021-12-07 00:00:00
蔬菜,,小米椒,6.0,7.0,6.5,云,斤,2021-12-07 00:00:00
蔬菜,,彩椒,6.0,6.5,6.25,鲁冀,斤,2021-12-07 00:00:00
蔬菜,,白萝卜,0.8,1.0,0.9,冀,斤,2021-12-07 00:00:00
蔬菜,,心里美,1.5,1.8,1.65,冀,斤,2021-12-07 00:00:00
蔬菜,,卞萝卜,1.0,1.1,1.05,冀鲁,斤,2021-12-07 00:00:00
蔬菜,,青萝卜,1.8,2.4,2.1,冀津,斤,2021-12-07 00:00:00
蔬菜,,胡萝卜,1.3,1.6,1.45,冀鲁,斤,2021-12-07 00:00:00
蔬菜,,胡萝卜,1.4,1.8,1.6,冀鲁,斤,2021-12-07 00:00:00
蔬菜,,土豆,0.8,1.0,0.9,冀,斤,2021-12-07 00:00:00
蔬菜,,土豆,1.0,1.3,1.15,冀陕,斤,2021-12-07 00:00:00
蔬菜,,葱头,0.8,0.85,0.83,甘,斤,2021-12-07 00:00:00
蔬菜,,葱头,1.2,1.3,1.25,蒙,斤,2021-12-07 00:00:00
蔬菜,,山药,2.4,3.8,3.1,冀,斤,2021-12-07 00:00:00
蔬菜,,山药,3.8,8.0,5.9,豫,斤,2021-12-07 00:00:00
蔬菜,,莲藕,3.0,3.5,3.25,津苏,斤,2021-12-07 00:00:00
蔬菜,,红薯,1.0,1.2,1.1,冀,斤,2021-12-07 00:00:00
蔬菜,,红薯,1.5,2.0,1.75,,斤,2021-12-07 00:00:00
蔬菜,,紫薯,1.8,3.5,2.65,,斤,2021-12-07 00:00:00
蔬菜,,茭白,5.5,6.0,5.75,津,斤,2021-12-07 00:00:00
水果,西瓜类,黑美人,2.8,3.0,2.9,,斤,2021-12-07 00:00:00
水果,西瓜类,特小凤,3.0,4.0,3.5,,斤,2021-12-07 00:00:00
水果,西瓜类,甜王,3.5,4.0,3.75,,斤,2021-12-07 00:00:00
水果,香蕉类,国产香蕉,3.0,3.2,3.1,,斤,2021-12-07 00:00:00
水果,香蕉类,南美、菲律宾香蕉,3.5,4.0,3.75,,斤,2021-12-07 00:00:00
水果,香蕉类,泰国香蕉,7.0,7.5,7.25,,斤,2021-12-07 00:00:00
水果,甜瓜类,晓蜜25号,3.6,3.8,3.7,,斤,2021-12-07 00:00:00
水果,甜瓜类,黄金瓜,3.5,4.5,4.0,,斤,2021-12-07 00:00:00
水果,甜瓜类,网纹,4.5,5.5,5.0,,斤,2021-12-07 00:00:00
水果,甜瓜类,绿宝甜瓜,4.0,5.0,4.5,,斤,2021-12-07 00:00:00
水果,甜瓜类,博阳,3.5,4.5,4.0,,斤,2021-12-07 00:00:00
水果,甜瓜类,久红瑞,3.0,3.5,3.25,,斤,2021-12-07 00:00:00
水果,苹果类,富士,1.8,2.6,2.2,,斤,2021-12-07 00:00:00
水果,苹果类,富士,2.6,3.8,3.2,,斤,2021-12-07 00:00:00
水果,苹果类,富士,1.5,2.5,2.0,,斤,2021-12-07 00:00:00
水果,苹果类,黄元帅,1.6,2.4,2.0,,斤,2021-12-07 00:00:00
水果,苹果类,花牛,1.5,3.0,2.25,,斤,2021-12-07 00:00:00
水果,苹果类,阿克苏,3.5,4.5,4.0,新疆,斤,2021-12-07 00:00:00
水果,苹果类,国光,1.3,2.4,1.85,,斤,2021-12-07 00:00:00
水果,苹果类,寒富苹果,1.3,1.8,1.55,辽宁,斤,2021-12-07 00:00:00
蔬菜,水菜,散生菜,4.0,5.0,4.5,,斤,2021-12-07 00:00:00
蔬菜,水菜,香葱,5.0,5.5,5.25,,斤,2021-12-07 00:00:00
蔬菜,水菜,茼蒿,4.0,5.0,4.5,,斤,2021-12-07 00:00:00
蔬菜,水菜,蒿子秆,2.5,3.0,2.75,,斤,2021-12-07 00:00:00
蔬菜,水菜,水萝卜,4.0,4.5,4.25,,斤,2021-12-07 00:00:00
蔬菜,水菜,樱桃萝卜,3.0,3.5,3.25,,斤,2021-12-07 00:00:00
蔬菜,水菜,香芹,4.0,4.5,4.25,,斤,2021-12-07 00:00:00
蔬菜,水菜,菠菜,4.0,4.5,4.25,,斤,2021-12-07 00:00:00
蔬菜,水菜,苋菜,5.0,6.0,5.5,,斤,2021-12-07 00:00:00
蔬菜,水菜,菊花菜,2.5,3.0,2.75,,斤,2021-12-07 00:00:00
蔬菜,水菜,黄心菜,3.0,4.0,3.5,,斤,2021-12-07 00:00:00
蔬菜,水菜,青蒜,5.0,5.5,5.25,,斤,2021-12-07 00:00:00
蔬菜,水菜,盖菜,2.0,2.5,2.25,,斤,2021-12-07 00:00:00
蔬菜,水菜,芥兰,3.0,3.5,3.25,,斤,2021-12-07 00:00:00
蔬菜,水菜,菜心,3.0,4.0,3.5,,斤,2021-12-07 00:00:00
蔬菜,水菜,空心菜,6.5,7.0,6.75,,斤,2021-12-07 00:00:00
蔬菜,水菜,鸡毛菜,3.0,3.5,3.25,,斤,2021-12-07 00:00:00
蔬菜,水菜,豌豆苗,4.0,4.5,4.25,,斤,2021-12-07 00:00:00
蔬菜,水菜,快菜,2.5,3.0,2.75,,斤,2021-12-07 00:00:00
蔬菜,水菜,苦菊,5.0,5.5,5.25,,斤,2021-12-07 00:00:00
水果,柑橘类,南丰蜜桔,2.0,3.0,2.5,,斤,2021-12-07 00:00:00
水果,柑橘类,砂糖橘,3.0,5.0,4.0,,斤,2021-12-07 00:00:00
水果,柑橘类,耙耙柑（丑橘）,3.5,6.0,4.75,,斤,2021-12-07 00:00:00
水果,柑橘类,爱媛,3.0,5.0,4.0,,斤,2021-12-07 00:00:00
水果,柑橘类,赣南脐橙Ф65-Ф95,2.4,4.0,3.2,,斤,2021-12-07 00:00:00
水果,柑橘类,鄂、湘、川脐橙,2.5,3.2,2.85,,斤,2021-12-07 00:00:00
水果,柑橘类,沃柑,5.0,7.0,6.0,,斤,2021-12-07 00:00:00
水果,柑橘类,贡柑,3.0,5.0,4.0,,斤,2021-12-07 00:00:00
水果,柑橘类,冰糖橙,1.8,3.5,2.65,,斤,2021-12-07 00:00:00
水果,柑橘类,芦柑,2.5,3.0,2.75,,斤,2021-12-07 00:00:00
水果,柑橘类,金桔,2.7,7.0,4.85,,斤,2021-12-07 00:00:00
水果,柑橘类,蜜柚,1.6,2.6,2.1,,斤,2021-12-07 00:00:00
水果,柑橘类,蜜柚,1.5,2.0,1.75,,斤,2021-12-07 00:00:00
水果,柑橘类,葡萄柚,3.5,4.5,4.0,,斤,2021-12-07 00:00:00
水果,桃李杏类,猕猴桃,7.0,8.5,7.75,,斤,2021-12-07 00:00:00
水果,桃李杏类,猕猴桃,2.5,4.5,3.5,,斤,2021-12-07 00:00:00
水果,桃李杏类,猕猴桃,2.0,2.8,2.4,,斤,2021-12-07 00:00:00
水果,桃李杏类,猕猴桃,1.8,2.5,2.15,,斤,2021-12-07 00:00:00
水果,西瓜类,无籽小号-大号,4.6,4.8,4.7,,斤,2021-12-07 00:00:00
水果,西瓜类,麒麟、甜蜜蜜,3.2,4.5,3.85,,斤,2021-12-07 00:00:00
肉禽蛋,猪肉类,纯通脊,12.5,13.5,13.0,,斤,2021-12-07 00:00:00
肉禽蛋,猪肉类,通脊,10.0,11.0,10.5,,斤,2021-12-07 00:00:00
肉禽蛋,猪肉类,纯瘦肉,11.5,12.5,12.0,,斤,2021-12-07 00:00:00
肉禽蛋,猪肉类,护心肉,14.0,14.0,14.0,,斤,2021-12-07 00:00:00
肉禽蛋,猪肉类,前肘,8.5,10.5,9.5,,斤,2021-12-07 00:00:00
肉禽蛋,猪肉类,后肘（带骨）,7.0,8.5,7.75,,斤,2021-12-07 00:00:00
肉禽蛋,猪肉类,后肘（去骨）,8.5,9.0,8.75,,斤,2021-12-07 00:00:00
肉禽蛋,猪肉类,猪尾巴,38.0,40.0,39.0,,斤,2021-12-07 00:00:00
肉禽蛋,猪肉类,猪蹄,19.0,19.5,19.25,,斤,2021-12-07 00:00:00
肉禽蛋,猪肉类,纯排骨,19.0,22.0,20.5,,斤,2021-12-07 00:00:00
肉禽蛋,猪肉类,纯腔骨,8.0,10.0,9.0,,斤,2021-12-07 00:00:00
肉禽蛋,猪肉类,腔排骨,13.0,14.0,13.5,,斤,2021-12-07 00:00:00
肉禽蛋,猪肉类,棒骨,9.0,10.0,9.5,,斤,2021-12-07 00:00:00
肉禽蛋,猪肉类,猪头,9.0,9.0,9.0,,斤,2021-12-07 00:00:00
肉禽蛋,猪肉类,猪口条,14.0,14.0,14.0,,斤,2021-12-07 00:00:00
肉禽蛋,猪肉类,猪耳,26.0,28.0,27.0,,斤,2021-12-07 00:00:00
肉禽蛋,猪肉类,猪脑,25.0,26.0,25.5,,斤,2021-12-07 00:00:00
肉禽蛋,猪肉类,猪肚,20.0,21.0,20.5,,斤,2021-12-07 00:00:00
肉禽蛋,猪肉类,猪板油,6.0,7.0,6.5,,斤,2021-12-07 00:00:00
肉禽蛋,猪肉类,肥膘肉,5.0,6.0,5.5,,斤,2021-12-07 00:00:00
水果,葡萄类,阳光玫瑰,10.0,32.0,21.0,,斤,2021-12-07 00:00:00
水果,葡萄类,红提,4.5,6.0,5.25,,斤,2021-12-07 00:00:00
水果,葡萄类,红宝石,4.5,5.5,5.0,,斤,2021-12-07 00:00:00
水果,葡萄类,克伦生,7.0,10.0,8.5,,斤,2021-12-07 00:00:00
水果,葡萄类,黑提,7.0,9.0,8.0,,斤,2021-12-07 00:00:00
水果,葡萄类,辽峰,4.0,6.0,5.0,,斤,2021-12-07 00:00:00
水果,葡萄类,巨峰,2.5,3.5,3.0,,斤,2021-12-07 00:00:00
水果,葡萄类,木纳格,3.8,5.0,4.4,,斤,2021-12-07 00:00:00
水果,芒果类,凯特,6.5,7.0,6.75,,斤,2021-12-07 00:00:00
水果,芒果类,肯特\新世纪\澳芒,6.5,7.5,7.0,,斤,2021-12-07 00:00:00
水果,芒果类,高乐蜜芒果,6.0,7.0,6.5,,斤,2021-12-07 00:00:00
水果,芒果类,水仙芒果,7.0,10.0,8.5,,斤,2021-12-07 00:00:00
肉禽蛋,猪肉类,白条猪,11.5,11.5,11.5,,斤,2021-12-07 00:00:00
肉禽蛋,猪肉类,白条猪,9.75,9.75,9.75,,斤,2021-12-07 00:00:00
肉禽蛋,猪肉类,前臀尖,11.0,12.0,11.5,,斤,2021-12-07 00:00:00
肉禽蛋,猪肉类,前臀尖,10.0,11.0,10.5,,斤,2021-12-07 00:00:00
肉禽蛋,猪肉类,后臀尖,11.0,12.0,11.5,,斤,2021-12-07 00:00:00
肉禽蛋,猪肉类,后臀尖,10.0,11.0,10.5,,斤,2021-12-07 00:00:00
肉禽蛋,猪肉类,五花肉,13.0,14.0,13.5,,斤,2021-12-07 00:00:00
肉禽蛋,猪肉类,五花肉,12.0,13.0,12.5,,斤,2021-12-07 00:00:00
蔬菜,,荸荠,2.2,2.3,2.25,皖,斤,2021-12-07 00:00:00
蔬菜,,芋头,1.5,1.6,1.55,鲁,斤,2021-12-07 00:00:00
蔬菜,,姜,1.5,3.5,2.5,冀鲁,斤,2021-12-07 00:00:00
蔬菜,,大蒜,3.0,4.4,3.7,豫苏鲁,斤,2021-12-07 00:00:00
蔬菜,,蒜米,3.2,3.8,3.5,鲁,斤,2021-12-07 00:00:00
蔬菜,,大葱,1.8,2.2,2.0,冀鲁辽,斤,2021-12-07 00:00:00
蔬菜,,小葱,5.0,5.5,5.25,辽,斤,2021-12-07 00:00:00
蔬菜,,蒜苗,3.0,6.5,4.75,鲁,斤,2021-12-07 00:00:00
蔬菜,,蒜黄,3.6,4.0,3.8,冀,斤,2021-12-07 00:00:00
蔬菜,,青蒜,3.5,4.0,3.75,鲁豫,斤,2021-12-07 00:00:00
蔬菜,,平菇,3.0,3.5,3.25,京,斤,2021-12-07 00:00:00
蔬菜,,香菇,3.0,4.5,3.75,冀,斤,2021-12-07 00:00:00
蔬菜,,白玉菇,4.5,5.5,5.0,京,斤,2021-12-07 00:00:00
蔬菜,,口蘑,8.0,9.0,8.5,豫,斤,2021-12-07 00:00:00
蔬菜,,杏鲍菇,3.0,4.0,3.5,苏,斤,2021-12-07 00:00:00
蔬菜,,金针菇,2.2,3.2,2.7,辽,斤,2021-12-07 00:00:00
蔬菜,水菜,油菜,2.0,2.5,2.25,,斤,2021-12-07 00:00:00
蔬菜,水菜,小白菜,2.0,2.5,2.25,,斤,2021-12-07 00:00:00
蔬菜,水菜,油麦菜,4.0,5.0,4.5,,斤,2021-12-07 00:00:00
蔬菜,水菜,奶白菜,3.0,3.2,3.1,,斤,2021-12-07 00:00:00
水果,其他类,甘蔗,1.3,1.5,1.4,,斤,2021-12-07 00:00:00
水果,其他类,柠檬,4.0,5.0,4.5,,斤,2021-12-07 00:00:00
水果,其他类,石榴,3.0,7.0,5.0,四川,斤,2021-12-07 00:00:00
水果,其他类,山楂,2.5,3.5,3.0,,斤,2021-12-07 00:00:00
水果,其他类,姑娘果（灯笼果）,7.0,12.0,9.5,,斤,2021-12-07 00:00:00
水果,其他类,鸡心沙果,3.0,6.0,4.5,,斤,2021-12-07 00:00:00
水果,梨类,鸭梨,1.1,1.5,1.3,,斤,2021-12-07 00:00:00
水果,梨类,雪花梨,1.2,1.6,1.4,,斤,2021-12-07 00:00:00
水果,梨类,皇冠梨,2.2,2.8,2.5,,斤,2021-12-07 00:00:00
水果,梨类,南果梨,1.2,3.5,2.35,,斤,2021-12-07 00:00:00
水果,梨类,丰水梨,3.4,3.8,3.6,,斤,2021-12-07 00:00:00
水果,梨类,广梨,1.8,3.2,2.5,,斤,2021-12-07 00:00:00
水果,梨类,酥梨,1.6,2.0,1.8,,斤,2021-12-07 00:00:00
水果,梨类,库尔勒香梨,3.5,4.3,3.9,,斤,2021-12-07 00:00:00
水果,梨类,红啤梨,3.5,4.5,4.0,,斤,2021-12-07 00:00:00
水果,梨类,蜜梨,2.0,2.5,2.25,,斤,2021-12-07 00:00:00
水果,梨类,京白梨,1.6,2.0,1.8,,斤,2021-12-07 00:00:00
水果,梨类,贵妃梨,1.2,1.5,1.35,,斤,2021-12-07 00:00:00
水果,柑橘类,蜜桔,1.4,2.2,1.8,,斤,2021-12-07 00:00:00
水果,柑橘类,小叶桔,1.4,2.5,1.95,,斤,2021-12-07 00:00:00
肉禽蛋,猪肉类,猪腰子,13.0,15.0,14.0,,斤,2021-12-07 00:00:00
肉禽蛋,猪肉类,猪心,8.0,9.0,8.5,,斤,2021-12-07 00:00:00
肉禽蛋,猪肉类,猪肝,5.0,6.0,5.5,,斤,2021-12-07 00:00:00
肉禽蛋,猪肉类,猪肺,3.0,4.0,3.5,,个,2021-12-07 00:00:00
肉禽蛋,猪肉类,猪皮,5.0,6.0,5.5,,斤,2021-12-07 00:00:00
肉禽蛋,猪肉类,猪肠头,17.0,17.0,17.0,,斤,2021-12-07 00:00:00
肉禽蛋,猪肉类,猪肠,14.0,14.0,14.0,,斤,2021-12-07 00:00:00
肉禽蛋,牛肉类,整牛,33.25,33.25,33.25,,斤,2021-12-07 00:00:00
肉禽蛋,牛肉类,牛前腱,37.0,37.0,37.0,,斤,2021-12-07 00:00:00
肉禽蛋,牛肉类,牛后腱,37.0,37.0,37.0,,斤,2021-12-07 00:00:00
肉禽蛋,牛肉类,牛前腿,34.0,35.0,34.5,,斤,2021-12-07 00:00:00
肉禽蛋,牛肉类,牛后腿,34.0,35.0,34.5,,斤,2021-12-07 00:00:00
肉禽蛋,牛肉类,牛腰窝,34.0,34.0,34.0,,斤,2021-12-07 00:00:00
肉禽蛋,牛肉类,牛柳,37.0,37.0,37.0,,斤,2021-12-07 00:00:00
肉禽蛋,牛肉类,精牛柳,40.0,40.0,40.0,,斤,2021-12-07 00:00:00
肉禽蛋,牛肉类,牛腩,35.0,35.0,35.0,,斤,2021-12-07 00:00:00
肉禽蛋,牛肉类,牛林,35.0,35.0,35.0,,斤,2021-12-07 00:00:00
肉禽蛋,牛肉类,牛油,6.0,6.0,6.0,,斤,2021-12-07 00:00:00
肉禽蛋,牛肉类,牛金钱腱,48.0,50.0,49.0,,斤,2021-12-07 00:00:00
肉禽蛋,牛肉类,牛骨,5.0,5.0,5.0,,斤,2021-12-07 00:00:00
肉禽蛋,牛肉类,牛排骨,30.0,30.0,30.0,,斤,2021-12-07 00:00:00
肉禽蛋,牛肉类,牛板筋,34.0,35.0,34.5,,斤,2021-12-07 00:00:00
肉禽蛋,牛肉类,牛尾,32.0,32.0,32.0,,斤,2021-12-07 00:00:00
肉禽蛋,牛肉类,牛上脑,34.0,34.0,34.0,,斤,2021-12-07 00:00:00
肉禽蛋,羊肉类,整羊,27.5,28.5,28.0,,斤,2021-12-07 00:00:00
肉禽蛋,羊肉类,去骨羊前腿,36.0,37.0,36.5,,斤,2021-12-07 00:00:00
肉禽蛋,羊肉类,去骨羊后腿,36.0,37.0,36.5,,斤,2021-12-07 00:00:00
肉禽蛋,羊肉类,羊腰窝,34.0,34.0,34.0,,斤,2021-12-07 00:00:00
肉禽蛋,羊肉类,羊肉片,36.0,40.0,38.0,,斤,2021-12-07 00:00:00
肉禽蛋,羊肉类,羊腰子,13.0,15.0,14.0,,个,2021-12-07 00:00:00
肉禽蛋,羊肉类,羊蝎子,18.0,20.0,19.0,,斤,2021-12-07 00:00:00
肉禽蛋,羊肉类,羊蝎子,28.0,30.0,29.0,,斤,2021-12-07 00:00:00
肉禽蛋,羊肉类,羊排骨,27.0,27.0,27.0,,斤,2021-12-07 00:00:00
肉禽蛋,羊肉类,羊尾巴油,9.0,9.0,9.0,,斤,2021-12-07 00:00:00
肉禽蛋,羊肉类,羊小腿,23.0,24.0,23.5,,斤,2021-12-07 00:00:00
肉禽蛋,羊肉类,羊腱子肉,36.0,37.0,36.5,,斤,2021-12-07 00:00:00
肉禽蛋,羊肉类,羊上脑,35.0,36.0,35.5,,斤,2021-12-07 00:00:00
肉禽蛋,羊肉类,羊骨头,10.0,11.0,10.5,,斤,2021-12-07 00:00:00
肉禽蛋,羊肉类,羊腩,24.0,25.0,24.5,,斤,2021-12-07 00:00:00
肉禽蛋,羊肉类,羊里脊,36.0,36.0,36.0,,斤,2021-12-07 00:00:00
肉禽蛋,禽蛋类,黑爪公鸡,12.0,12.0,12.0,,斤,2021-12-07 00:00:00
肉禽蛋,禽蛋类,鸭腿,6.0,6.5,6.25,,斤,2021-12-07 00:00:00
肉禽蛋,禽蛋类,白条湖鸭,7.0,7.0,7.0,,斤,2021-12-07 00:00:00
肉禽蛋,禽蛋类,箱鸡蛋,204.0,210.0,207.0,,箱,2021-12-07 00:00:00
肉禽蛋,禽蛋类,箱鸡蛋,4.64,4.77,4.71,,斤,2021-12-07 00:00:00
肉禽蛋,禽蛋类,散鸡蛋,4.9,4.9,4.9,,斤,2021-12-07 00:00:00
肉禽蛋,禽蛋类,生鸭蛋,7.0,7.5,7.25,,斤,2021-12-07 00:00:00
肉禽蛋,禽蛋类,熟鸭蛋,7.3,8.5,7.9,,斤,2021-12-07 00:00:00
肉禽蛋,禽蛋类,松花蛋,7.5,8.5,8.0,,斤,2021-12-07 00:00:00
肉禽蛋,禽蛋类,鹅蛋,14.5,15.5,15.0,,斤,2021-12-07 00:00:00
肉禽蛋,禽蛋类,鹌鹑蛋,5.7,6.5,6.1,,斤,2021-12-07 00:00:00
肉禽蛋,禽蛋类,柴鸡蛋,5.0,9.5,7.25,,斤,2021-12-07 00:00:00
肉禽蛋,禽蛋类,乌鸡蛋,8.0,9.5,8.75,,斤,2021-12-07 00:00:00
肉禽蛋,禽蛋类,鸵鸟蛋,100.0,110.0,105.0,,个,2021-12-07 00:00:00
肉禽蛋,禽蛋类,鸽子蛋,2.8,3.0,2.9,,个,2021-12-07 00:00:00
水产,淡水鱼,鲤鱼,6.5,7.0,6.75,,斤,2021-12-07 00:00:00
水产,淡水鱼,鲤鱼,6.5,7.0,6.75,,斤,2021-12-07 00:00:00
水产,淡水鱼,草鱼,7.8,8.2,8.0,,斤,2021-12-07 00:00:00
水产,淡水鱼,草鱼,7.8,8.2,8.0,,斤,2021-12-07 00:00:00
水产,淡水鱼,鲫鱼,8.0,9.0,8.5,,斤,2021-12-07 00:00:00
肉禽蛋,禽蛋类,淘汰鸡,10.0,10.0,10.0,,斤,2021-12-07 00:00:00
肉禽蛋,禽蛋类,淘汰鸡,9.0,9.5,9.25,,斤,2021-12-07 00:00:00
肉禽蛋,禽蛋类,仔鸡,7.0,7.5,7.25,,斤,2021-12-07 00:00:00
肉禽蛋,禽蛋类,肉鸡,6.5,6.5,6.5,,斤,2021-12-07 00:00:00
肉禽蛋,禽蛋类,鸡胸,6.5,7.0,6.75,,斤,2021-12-07 00:00:00
