肖申克的救赎,1994,9.7,1834911人评价
阿甘正传,1994,9.5,2019014人评价
泰坦尼克号,1997,9.4,1137016人评价
千与千寻,2001,9.4,947884人评价
盗梦空间,2010,9.3,1225579人评价
星际穿越,2014,9.3,1381782人评价
海上钢琴师,1998,9.3,1623964人评价
机器人总动员,2008,9.3,1128311人评价
无间道,2002,9.3,1612510人评价
大话西游之大圣娶亲,1995,9.2,802455人评价
教父,1972,9.3,1309625人评价
龙猫,1988,9.2,1563529人评价
